Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge,
"Schroder ISF Global Target Return A Dis USD",USD,6,Y,N,N,N,1.25%,1.55%,USD 230.13,1000.00,100.00,4.95%,Payout,M,0,
"Fidelity Global Technology A-ACC SGD",SGD,10,Y,N,N,N,1.50%,1.89%,EUR 12170.00,1000.00,100.00,,,,0,
"United High Grade Corporate Bond A Acc SGD-H",SGD,3,Y,N,N,Y,0.80%,1.18%,SGD 63.38,1000.00,100.00,,,,0,
"Aberdeen Standard Japan Equity SGD",SGD,8,Y,N,N,Y,1.50%,1.75%,SGD 6.80,1000.00,100.00,,,,0,
"Nikko AM Global Dividend Equity Acc SGD-H",SGD,7,Y,N,N,Y,1.50%,1.65%,USD 74.24,1000.00,100.00,,,,0,
"JPMorgan Investment Funds - Global Macro Opportunities A (acc) EUR",EUR,10,Y,N,N,Y,1.25%,1.45%,USD 6585.70,1000.00,100.00,,,,0,
"JPMorgan Investment Funds - Global Macro Opportunities A (acc) USD-H",USD,10,Y,N,N,Y,1.25%,1.45%,USD 6585.70,1000.00,100.00,,,,0,
"Fidelity Global Multi Asset Income A-MINCOME(G)-USD",USD,6,Y,N,N,N,1.25%,1.68%,USD 10367.00,1000.00,100.00,4.29%,Payout,M,0,
"Fidelity China Focus A-GBP",GBP,9,Y,N,N,N,1.50%,1.91%,USD 2470.00,1000.00,100.00,1.35%,Reinvest,Y,0,
"Schroder ISF Global Multi-Asset Income A Dis USD",USD,5,Y,N,N,N,1.25%,1.54%,USD 2115.06,1000.00,100.00,4.91%,Payout,M,0,
"PineBridge Asia ex Japan Small Cap Equity A5CP SGD",SGD,10,Y,Y,N,Y,1.00%,1.66%,USD 2472.10,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Select Emerging Market Bond A MInc USD",USD,5,Y,N,N,N,1.50%,1.71%,USD 1000.00,1000.00,100.00,3.57%,Payout,M,0,
"Aberdeen Standard SICAV I - Indian Bond A MInc USD",USD,5,Y,N,N,N,1.00%,1.30%,USD 231.10,1000.00,100.00,5.08%,Payout,M,0,
"United Asian High Yield Bond Fund A Acc SGD-H",SGD,5,Y,N,N,Y,1.25%,1.48%,SGD 278.85,1000.00,100.00,,,,0,
"United Asian High Yield Bond Fund A Dis SGD-H",SGD,5,Y,N,N,Y,1.25%,1.49%,SGD 278.85,1000.00,100.00,6.93%,Payout,M,0,
"Fidelity Global Multi Asset Defensive A-ACC-SGD",SGD,10,Y,N,N,N,1.15%,1.58%,SGD 139.00,1000.00,100.00,,,,0,
"FTIF - Templeton Emerging Markets Small Companies A (Ydis) USD",USD,10,Y,N,N,N,1.60%,2.51%,USD 513.00,1000.00,100.00,,Reinvest,Y,0,
"First Eagle Amundi International AHS-MD SGD-H",SGD,7,Y,N,N,N,2.00%,2.20%,USD 6761.81,1000.00,100.00,3.88%,Payout,M,0,
"Janus Henderson Global Technology SGD",SGD,10,Y,N,N,Y,0.13%,2.18%,USD 4330.00,1000.00,100.00,,,,0,
"Aberdeen Standard Malaysian Equity SGD",SGD,9,Y,Y,N,Y,1.50%,1.75%,SGD 28.80,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Global High Yield A Mdis SGD-H Plus",SGD,4,Y,N,N,N,1.25%,1.55%,USD 93.93,1000.00,100.00,4.82%,Reinvest,M,0,
"PineBridge Emerging Europe Equity A USD",USD,9,Y,N,N,Y,1.30%,3.11%,USD 9.20,1000.00,100.00,,,,0,
"JPMorgan Investment Funds - Global Macro Opportunities A (acc) SGD-H",SGD,10,Y,N,N,Y,1.25%,1.45%,USD 6585.70,1000.00,100.00,,,,0,
"Blackrock Global Multi-Asset Income A8 NZD-H",NZD,5,Y,N,N,Y,1.50%,1.78%,USD 6840.35,1000.00,100.00,4.07%,Reinvest,M,0,
"Schroder ISF Emerging Multi-Asset Income A Acc USD",USD,6,Y,N,N,N,1.25%,1.57%,USD 328.94,1000.00,100.00,,,,0,
"Schroder ISF Emerging Multi-Asset Income A Dis USD",USD,6,Y,N,N,N,1.25%,1.57%,USD 328.94,1000.00,100.00,,Payout,M,0,
"Schroder ISF Emerging Multi-Asset Income A Dis AUD-H",AUD,6,Y,N,N,N,1.25%,1.60%,USD 328.94,1000.00,100.00,,Payout,M,0,
"Schroder ISF Emerging Multi-Asset Income A Dis SGD-H",SGD,6,Y,N,N,Y,1.25%,1.60%,USD 328.94,1000.00,100.00,3.89%,Payout,M,0,
"Allianz Global Floating Rate Notes Plus Cl AMg Dis USD",USD,3,Y,N,N,Y,0.55%,0.58%,USD 244.44,1000.00,100.00,2.62%,Payout,M,0,
"LionGlobal New Wealth Series - LionGlobal SGD Enhanced Liquidity A Acc SGD",SGD,1,Y,N,N,Y,0.35%,0.42%,SGD 462.80,1000.00,100.00,,,,0,
"LionGlobal New Wealth Series - LionGlobal All Seasons Fund (Standard) Cl Acc SGD",SGD,5,Y,N,N,Y,0.25%,0.44%,SGD 43.10,100.00,100.00,,,,0,
"Legg Mason ClearBridge Infrastructure Value A SGD-H (mdis) plus",SGD,10,Y,N,N,N,1.50%,1.94%,USD 761.00,1000.00,100.00,3.17%,Payout,M,0,
"Maybank Asian Income Fund A Acc USD",USD,4,Y,N,N,N,1.00%,1.17%,SGD 190.20,1000.00,100.00,,,,0,
"Nikko AM Shenton Global Opportunities SGD",SGD,7,Y,Y,N,Y,1.25%,1.49%,USD 175.54,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Asian Opportunities A Mdis SGD Plus",SGD,4,Y,N,N,N,1.10%,1.34%,USD 600.00,1000.00,100.00,4.13%,Reinvest,M,0,
"Legg Mason ClearBridge - US Large Cap Growth A Acc USD",USD,8,Y,N,N,N,1.25%,1.69%,USD 1946.00,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Multi Asset Income AUP Inc USD",USD,6,Y,N,N,Y,1.25%,1.55%,USD 176.70,1000.00,100.00,4.97%,Payout,Q,0,
"Fidelity Global Demographics A-ACC-SGD",SGD,7,Y,N,N,N,1.50%,1.92%,USD 1325.00,1000.00,100.00,,,,0,
"Fidelity Global Demographics A-ACC-SGD (SGD/USD hedged)",SGD,7,Y,N,N,N,1.50%,1.92%,USD 1325.00,1000.00,100.00,,,,0,
"Neuberger Berman Global Equity Index Putwrite A MDis SGD",SGD,10,Y,N,N,Y,1.30%,1.50%,USD 38.85,1000.00,100.00,4.11%,Payout,M,0,
"Neuberger Berman Global Equity Index Putwrite A Acc USD",USD,10,Y,N,N,Y,1.30%,1.50%,USD 17.08,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Select Emerging Market Bond Fund A Acc USD",USD,5,Y,N,N,N,1.50%,1.71%,USD 1000.00,1000.00,100.00,,,,0,
"FTIF - Templeton Global Income A Qdis USD",USD,6,Y,N,N,N,0.85%,1.73%,USD 349.00,1000.00,100.00,2.78%,Payout,Q,0,
"Allianz Global Floating Rate Notes Plus Cl AT Acc H2-SGD",SGD,3,Y,N,N,Y,0.55%,0.58%,USD 244.44,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Emerging Market Corporate Bond A MInc USD",USD,5,Y,N,N,N,1.50%,1.70%,USD 2200.00,1000.00,100.00,2.84%,Payout,M,0,
"Aberdeen Standard SICAV I - Emerging Market Corporate Bond A Acc USD",USD,5,Y,N,N,N,1.50%,1.70%,USD 2200.00,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Asia Pacific Multi Asset A Acc USD",USD,7,Y,N,N,N,1.30%,1.59%,USD 46.60,1000.00,100.00,,,,0,
"Legg Mason Martin Currie - Global Emerging Markets A Acc USD",USD,9,Y,N,N,N,1.50%,1.99%,USD 42.75,1000.00,100.00,,,,0,
"United Global Durable Equities Fund Acc USD",USD,7,Y,N,N,N,1.75%,2.13%,USD 203.29,1000.00,100.00,,,,0,
"United Asian Growth Opportunities SGD",SGD,10,Y,N,N,Y,1.25%,2.17%,SGD 7.89,1000.00,100.00,,,,0,
"Aberdeen Standard India Opportunities SGD",SGD,9,Y,Y,N,Y,1.50%,1.75%,SGD 700.00,1000.00,100.00,,,,0,
"Schroder ISF Asian Dividend Maximiser A Dis AUD",AUD,8,Y,N,N,N,1.50%,1.86%,USD 264.15,1000.00,100.00,6.93%,Payout,M,0,
"JPMorgan Funds - China A-Share Opportunities A (acc) USD",USD,9,Y,N,N,Y,1.50%,1.76%,USD 7909.90,1000.00,100.00,,,,0,
"JPMorgan Funds - China A-Share Opportunities A (acc) SGD",SGD,9,Y,N,N,Y,1.50%,1.80%,USD 7909.90,1000.00,100.00,,,,0,
"Neuberger Berman US Equity Index Putwrite A MDis SGD",SGD,10,Y,N,N,Y,1.20%,1.40%,USD 296.08,1000.00,100.00,4.01%,Payout,M,0,
"Neuberger Berman US Equity Index Putwrite A Acc USD",USD,10,Y,N,N,Y,1.20%,1.40%,USD 296.08,1000.00,100.00,,,,0,
"Fidelity China High Yield A-MINCOME(G)-USD (hedged)",USD,6,Y,N,N,N,1.20%,1.61%,USD 2392.00,1000.00,100.00,8.22%,Payout,M,0,
"Fidelity Global Demographics A-ACC-USD",USD,7,Y,N,N,N,1.50%,1.92%,USD 1325.00,1000.00,100.00,,,,0,
"First Sentier Bridge A MDIS SGD",SGD,6,Y,N,N,Y,1.25%,1.46%,SGD 3771.10,1000.00,100.00,4.05%,Reinvest,M,0,
"United ASEAN Fund SGD",SGD,9,Y,N,N,Y,1.00%,1.26%,SGD 61.13,500.00,100.00,,,,0,
"United SGD Plus Fund Cl A Dis USD-H",USD,3,Y,N,N,N,0.90%,1.45%,USD 54.53,1000.00,100.00,4.27%,Payout,M,0,
"Schroder ISF Global Target Return A Dis SGD-H",SGD,6,Y,N,N,Y,1.25%,1.58%,USD 230.13,1000.00,100.00,4.95%,Payout,M,0,
"Allianz Global High Payout USD",USD,8,Y,Y,N,N,1.40%,1.67%,USD 60.51,1000.00,100.00,4.49%,Payout,H,0,
"Blackrock Asia Pacific Equity Income A8 AUD-H",AUD,8,Y,N,N,Y,1.50%,1.85%,USD 200.83,1000.00,100.00,1.62%,Reinvest,M,0,
"Allianz Global Artificial Intelligence AT Acc EUR",EUR,10,Y,N,N,Y,1.75%,2.10%,USD 10909.83,1000.00,100.00,,,,0,
"Allianz Income and Growth Cl AMg2 DIS USD",USD,7,Y,N,N,Y,1.25%,1.55%,USD 34043.52,1000.00,100.00,3.87%,Payout,M,0,
"United Asian Bond Fund A Dis SGD-H",SGD,4,Y,N,N,Y,1.10%,1.30%,SGD 98.01,1000.00,100.00,4.02%,Payout,M,0,
"Fidelity Euro Blue Chip A-ACC-USD (hedged)",USD,8,Y,N,N,N,1.50%,1.92%,EUR 342.00,1000.00,100.00,,,,0,
"LionGlobal Disruptive Innovation Fund A SGD",SGD,10,Y,N,N,Y,1.00%,1.22%,USD 52.20,100.00,100.00,,,,0,
"LionGlobal Disruptive Innovation Fund A USD",USD,10,Y,N,N,N,1.00%,1.22%,USD 52.20,100.00,100.00,,,,0,
"LionGlobal Disruptive Innovation Fund I SGD",SGD,10,Y,N,N,Y,0.68%,0.90%,USD 52.20,100000.00,100.00,,,,0,
"LionGlobal Disruptive Innovation Fund I USD",USD,10,Y,N,N,N,0.68%,0.90%,USD 52.20,100000.00,100.00,,,,0,
"Fidelity China Consumer A-ACC-AUD (hedged)",AUD,9,Y,N,N,N,1.50%,1.91%,USD 6608.00,1000.00,100.00,,,,0,
"PIMCO Income Fund Cl E Acc USD",USD,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,,,,0,
"PIMCO Income Fund Cl E Inc SGD-H",SGD,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,4.02%,Payout,M,0,
"PIMCO Income Fund Cl E Inc USD",USD,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,3.96%,Payout,M,0,
"Fidelity Asia Pacific Multi Asset Growth & Income A-HMDIST(G)-AUD (AUD/USD hedged)",AUD,7,Y,N,N,N,1.25%,1.62%,USD 138.00,1000.00,100.00,3.66%,Payout,M,0,
"Fidelity Greater China Multi Asset Growth & Income A-HMDIST(G)-AUD (AUD/USD hedged)",AUD,8,Y,N,N,N,1.25%,1.61%,USD 28.00,1000.00,100.00,4.02%,Payout,M,0,
"Fidelity Euro Cash A-EUR",EUR,2,Y,N,N,N,0.15%,0.62%,EUR 493.00,1000.00,100.00,,Reinvest,Y,0,
"Aberdeen Standard SICAV I - Australian Dollar Income Bond A MIncA AUD",AUD,3,Y,N,N,N,0.60%,0.80%,AUD 72.70,1000.00,100.00,3.22%,Payout,M,0,
"Amundi SGD Income Plus AS-C SGD",SGD,2,Y,N,N,Y,0.85%,1.13%,SGD 52.42,1000.00,100.00,,,,0,
"Amundi SGD Income Plus AS-QD SGD",SGD,2,Y,N,N,Y,0.85%,1.13%,SGD 52.42,1000.00,100.00,4.32%,Payout,Q,0,
"Fidelity European Smaller Companies A-ACC-USD (hedged)",USD,10,Y,N,N,N,1.50%,1.91%,EUR 1524.00,1000.00,100.00,,,,0,
"United Global Quality Growth Fd Cl Acc SGD-H",SGD,7,Y,N,N,Y,1.50%,1.86%,SGD 1041.31,1000.00,100.00,,,,0,
"FTIF - Franklin Biotechnology Discovery A (acc) USD",USD,10,Y,N,N,N,1.00%,1.85%,USD 2420.00,1000.00,100.00,,,,0,
"LionGlobal New Wealth Series - LionGlobal All Seasons Fund (Growth) Cl Acc SGD",SGD,6,Y,N,N,Y,0.25%,0.48%,SGD 48.30,100.00,100.00,,,,0,
"United Asia Pacific Diversified Strategies A SGD",SGD,10,Y,N,N,Y,1.25%,5.24%,SGD 14.66,1000.00,100.00,,,,0,
"United Asia Pacific Diversified Strategies A USD",USD,10,Y,N,N,N,1.75%,4.98%,USD 10.10,1000.00,100.00,,,,0,
"Natixis Harris Associates US Equity RA SGD-H",SGD,8,Y,N,N,N,1.88%,1.95%,USD 836.80,1500.00,100.00,,,,0,
"Blackrock Systematic China A-Share Opportunities A2 SGD-H",SGD,9,Y,N,N,Y,1.50%,1.86%,USD 636.18,1000.00,100.00,,,,0,
"FTIF - Franklin Technology A (acc) USD",USD,10,Y,N,N,N,1.00%,1.84%,USD 9470.00,1000.00,100.00,,,,0,
"FTIF - Templeton Latin America A Acc USD",USD,9,Y,N,N,N,1.40%,2.30%,USD 734.00,1000.00,100.00,,,,0,
"Legg Mason Martin Currie - Asia Pacific Ex Japan Real Income A Mdis SGD Plus",SGD,9,Y,N,N,N,1.50%,2.00%,USD 27.92,1000.00,100.00,4.15%,Payout,M,0,
"Allianz Global Floating Rate Notes Plus Cl AMg Dis H2-SGD",SGD,3,Y,N,N,Y,0.55%,0.58%,USD 244.44,1000.00,100.00,2.63%,Payout,M,0,
"RHB Singapore Income Fund SGD",SGD,7,Y,N,N,N,1.50%,10.40%,SGD 0.64,1000.00,500.00,,Payout,Q,0,
"Infinity Global Stock Index USD",USD,7,Y,N,N,N,0.47%,0.76%,SGD 112.10,1000.00,100.00,,,,0,
"Fidelity ASEAN A-USD",USD,9,Y,N,N,N,1.50%,1.93%,USD 755.00,1000.00,100.00,1.61%,Reinvest,Y,0,
"PIMCO Emerging Markets Corporate Bond Fund Cl E Acc EUR-H",EUR,5,Y,N,N,Y,1.85%,1.85%,USD 240.00,1000.00,100.00,,,,0,
"Fidelity European Dynamic Growth A-EUR",EUR,8,Y,N,N,Y,1.50%,1.90%,EUR 5188.00,1000.00,100.00,,Reinvest,Y,0,
"Fidelity Sustainable Asia Equity SR-ACC-SGD (CPF)",SGD,8,N,Y,N,N,1.30%,1.72%,USD 4001.00,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Bond ASDM SGD",SGD,4,Y,N,N,N,1.00%,1.34%,USD 3550.50,1000.00,100.00,5.24%,Payout,M,0,
"Janus Henderson Horizon Euro High Yield Bond A2 EUR",EUR,4,Y,N,N,N,0.75%,1.17%,EUR 714.64,1000.00,100.00,,,,0,
"PIMCO Diversified Income Fund Cl M Inc USD",USD,4,Y,N,N,Y,1.59%,1.59%,USD 18900.00,1000.00,100.00,2.12%,Payout,M,0,
"Blackrock Asian Growth Leaders A2 AUD-H",AUD,8,Y,N,N,Y,1.50%,1.84%,USD 1709.67,1000.00,100.00,,,,0,
"Blackrock Emerging Europe A2 USD",USD,9,Y,N,N,Y,1.75%,2.07%,EUR 645.36,1000.00,100.00,,,,0,
"Blackrock Fixed Income Global Opportunities A8 AUD-H",AUD,4,Y,N,N,Y,1.00%,1.22%,USD 10703.34,1000.00,100.00,2.56%,Reinvest,M,0,
"Blackrock World Gold Fund A2 AUD-H",AUD,10,Y,N,N,Y,1.75%,2.06%,USD 5690.01,1000.00,100.00,,,,0,
"Blackrock World Mining A2 AUD-H",AUD,10,Y,N,N,Y,1.75%,2.07%,USD 7471.73,1000.00,100.00,,,,0,
"Blackrock World Real Estate Securities A6 USD",USD,10,Y,N,N,Y,1.50%,1.85%,USD 166.99,1000.00,100.00,2.67%,Reinvest,M,0,
"United SGD Plus Fund Cl A Dis SGD",SGD,3,Y,N,N,Y,0.90%,1.45%,SGD 72.55,1000.00,100.00,4.27%,Payout,M,0,
"United SGD Plus Fund Cl A Acc USD-H",USD,3,Y,N,N,N,0.90%,1.44%,USD 54.53,1000.00,100.00,,,,0,
"United SGD Plus Fund Cl A Acc SGD",SGD,3,Y,N,N,Y,0.90%,1.43%,SGD 72.55,1000.00,100.00,,,,0,
"Allianz European Equity Dividend Cl AM DIS EUR",EUR,8,Y,N,N,Y,1.50%,1.83%,EUR 1817.89,1000.00,100.00,4.77%,Payout,M,0,
"Natixis Loomis Sayles US Growth Equity RA USD",USD,8,Y,N,N,N,1.70%,1.75%,USD 3355.40,1000.00,100.00,,,,0,
"Natixis Loomis Sayles US Growth Equity RA SGD-H",SGD,8,Y,N,N,N,1.70%,1.75%,USD 3355.40,1500.00,100.00,,,,0,
"Fidelity Global Health Care A-ACC-USD",USD,10,Y,N,N,N,1.50%,1.90%,EUR 1308.00,1000.00,100.00,,,,0,
"Fidelity European Smaller Companies A-EUR",EUR,10,Y,N,N,N,1.50%,1.91%,EUR 1524.00,1000.00,100.00,,Reinvest,Y,0,
"Blackrock Emerging Markets Equity Income A6 GBP-H",GBP,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,2.61%,Reinvest,M,0,
"Franklin Floating Rate A (dis) SGD-H1",SGD,4,Y,N,N,Y,0.53%,1.20%,USD 380.00,1000.00,100.00,4.53%,Payout,M,0,
"Eastspring Investments - Asian Low Volatility Equity Fund ASDM SGD",SGD,8,Y,N,N,N,1.25%,1.60%,USD 1450.30,1000.00,100.00,4.89%,Payout,M,0,
"Eastspring Investments - Asian Low Volatility Equity Fund ASDM SGD-H",SGD,8,Y,N,N,N,1.25%,1.61%,USD 1450.30,1000.00,100.00,3.49%,Payout,M,0,
"Eastspring Investments - Asian Low Volatility Equity Fund ADM USD",USD,8,Y,N,N,N,1.25%,1.60%,USD 1450.30,1000.00,100.00,3.57%,Payout,M,0,
"HGIF - Asia Bond AM3H SGD",SGD,4,Y,N,N,Y,1.10%,1.47%,USD 566.12,1000.00,100.00,3.25%,Payout,M,0,
"HGIF - Global Real Estate Equity AM2 USD",USD,10,Y,N,N,N,1.50%,1.90%,USD 1552.62,1000.00,100.00,3.31%,Payout,M,0,
"Fidelity Global Inflation-linked Bond A-ACC-USD",USD,2,Y,N,N,N,0.50%,0.70%,USD 1746.00,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - China A Share Equity A Acc USD",USD,9,Y,N,N,N,1.75%,1.97%,USD 5200.00,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - China A Share Equity A Acc SGD-H",SGD,9,Y,N,N,Y,1.75%,2.01%,USD 5200.00,1000.00,100.00,,,,0,
"Fullerton Asia Income Return B USD",USD,6,Y,N,N,N,1.20%,1.55%,USD 86.66,1000.00,100.00,4.66%,Payout,M,0,
"DWS Invest Multi Opportunities LDMH USD",USD,6,Y,N,N,N,1.30%,1.21%,EUR 529.60,1000.00,100.00,7.36%,Payout,M,0,
"Aberdeen Standard SICAV I - Diversified Income A MInc USD",USD,8,Y,N,N,N,1.20%,1.55%,USD 219.50,1000.00,100.00,4.40%,Payout,M,0,
"Aberdeen Standard SICAV I - Diversified Income A MInc SGD-H",SGD,8,Y,N,N,Y,1.20%,1.59%,USD 219.50,1000.00,100.00,4.40%,Payout,M,0,
"Aberdeen Standard SICAV I - North American Smaller Companies Fund A Acc USD",USD,10,Y,N,N,N,1.50%,1.74%,USD 512.80,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - North American Smaller Companies Fund A Acc SGD-H",SGD,10,Y,N,N,Y,1.50%,1.78%,USD 512.80,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Select Emerging Market Bond Fund A MInc SGD-H",SGD,5,Y,N,N,Y,1.50%,1.75%,USD 1000.00,1000.00,100.00,3.51%,Payout,M,0,
"JPMorgan Investment Funds - Global Income A (mth) EUR",EUR,5,Y,N,N,Y,1.25%,1.40%,USD 27976.80,1000.00,100.00,3.81%,Payout,M,0,
"Blackrock Asian High Yield Bond A6 USD",USD,5,Y,N,N,Y,0.70%,1.23%,USD 784.96,1000.00,100.00,8.16%,Reinvest,M,0,
"Blackrock Systematic China A-Share Opportunities A2 USD",USD,9,Y,N,N,Y,1.50%,1.86%,USD 636.18,1000.00,100.00,,,,0,
"Blackrock China Flexible Equity A2 EUR-H",EUR,9,Y,N,N,Y,1.50%,1.90%,USD 33.89,1000.00,100.00,,,,0,
"Allianz Income and Growth Cl AM Dis H2-NZD",NZD,7,Y,N,N,Y,1.50%,1.54%,USD 34043.52,1000.00,100.00,7.08%,Payout,M,0,
"Fidelity European Dynamic Growth A-ACC-SGD (hedged)",SGD,8,Y,N,N,N,1.50%,1.90%,EUR 5188.00,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Low Volatility Equity Fund AS SGD",SGD,8,Y,N,N,Y,1.25%,1.61%,USD 1450.30,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Low Volatility Equity Fund AS SGD-H",SGD,8,Y,N,N,Y,1.25%,1.60%,USD 1450.30,1000.00,100.00,,,,0,
"Fidelity India Focus A-USD",USD,9,Y,N,N,N,1.50%,1.94%,USD 1945.00,1000.00,100.00,,,,0,
"Threadneedle (Lux) Flexible Asian Bond ASC Inc SGD-H",SGD,4,Y,N,N,Y,0.90%,1.55%,SGD 90.10,1000.00,100.00,3.53%,Payout,M,0,
"Threadneedle (Lux) Flexible Asian Bond AUP Inc USD",USD,4,Y,N,N,Y,0.90%,1.50%,USD 67.70,1000.00,100.00,,Payout,M,0,
"JPMorgan Funds - China A-Share Opportunities A (acc) RMB",CNH,9,Y,N,N,Y,1.50%,1.80%,USD 7909.90,1000.00,100.00,,,,0,
"Fullerton USD Income A SGD-H",SGD,4,Y,N,N,Y,0.80%,0.88%,SGD 947.32,1000.00,100.00,4.18%,Payout,Q,0,
"Fidelity Global Income A-MINCOME(G)-USD",USD,4,Y,N,N,N,0.90%,1.31%,USD 527.00,1000.00,100.00,4.01%,Payout,M,0,
"Fidelity Global Technology A-ACC-USD",USD,10,Y,N,N,N,1.50%,1.89%,EUR 12170.00,1000.00,100.00,,,,0,
"Blackrock Dynamic High Income A6 USD",USD,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,5.81%,Reinvest,M,0,
"Blackrock Dynamic High Income A8 AUD-H",AUD,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,5.24%,Reinvest,M,0,
"Blackrock Dynamic High Income A8 CNH-H",CNH,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,7.32%,Reinvest,M,0,
"Blackrock Dynamic High Income A6 GBP-H",GBP,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,5.80%,Reinvest,M,0,
"FTIF - Franklin Global Multi-Asset Income A (Mdis) SGD-H1",SGD,6,Y,N,N,Y,0.85%,1.69%,EUR 144.00,1000.00,100.00,3.50%,Payout,M,0,
"FTIF - Franklin K2 Alt Strat Fd A (acc) SGD-H1",SGD,10,Y,N,N,Y,2.05%,2.75%,USD 1790.00,1000.00,100.00,,,,0,
"United Asia Pacific Diversified Strategies A SGD-H",SGD,10,Y,N,N,Y,1.25%,5.14%,SGD 14.66,1000.00,100.00,,,,0,
"Blackrock Emerging Markets Equity Income A2 USD",USD,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,,,,0,
"Blackrock Emerging Markets Equity Income A6 USD",USD,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,2.52%,Reinvest,M,0,
"Blackrock Emerging Markets Equity Income A6 SGD-H",SGD,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,2.51%,Reinvest,M,0,
"Blackrock Emerging Markets Equity Income A8 AUD-H",AUD,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,1.89%,Reinvest,M,0,
"United Asian Bond Fund A Acc SGD-H",SGD,4,Y,N,N,Y,1.10%,1.36%,SGD 98.01,1000.00,100.00,,,,0,
"Blackrock Dynamic High Income A6 SGD-H",SGD,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,5.81%,Reinvest,M,0,
"HGIF - Global Real Estate Equity AM3O SGD",SGD,10,Y,N,N,Y,1.50%,1.92%,USD 1552.62,1000.00,100.00,3.18%,Payout,M,0,
"HGIF - RMB Fixed Income AM2 USD",USD,5,Y,N,N,N,0.75%,1.00%,USD 323.96,1000.00,100.00,4.52%,Payout,M,0,
"HGIF - RMB Fixed Income AM3O SGD",SGD,5,Y,N,N,Y,0.75%,1.02%,USD 323.96,1000.00,100.00,4.38%,Payout,M,0,
"LionGlobal Singapore Dividend Equity Fund SGD",SGD,8,Y,N,N,Y,1.20%,1.35%,SGD 90.10,1000.00,100.00,3.69%,Payout,Q,0,
"LionGlobal Singapore Dividend Equity Fund USD",USD,8,Y,N,N,N,1.20%,1.35%,SGD 90.10,1000.00,100.00,3.68%,Payout,Q,0,
"LionGlobal Singapore Dividend Equity Fund USD-H",USD,8,Y,N,N,N,1.20%,1.35%,SGD 90.10,1000.00,100.00,3.71%,Payout,Q,0,
"Fidelity World A-ACC-USD",USD,7,Y,N,N,N,1.50%,1.89%,USD 5311.00,1000.00,100.00,,,,0,
"Schroder ISF Greater China A Acc USD",USD,8,Y,N,N,N,1.50%,1.85%,USD 4309.75,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Smaller Companies A USD",USD,10,Y,N,N,N,1.50%,1.97%,USD 31.30,1000.00,100.00,,,,0,
"Blackrock World Financials A2 SGD-H",SGD,10,Y,N,N,Y,1.50%,1.83%,USD 1400.21,1000.00,100.00,,,,0,
"United Global Quality Growth Fd Cl Dist SGD-H",SGD,7,Y,N,N,Y,1.50%,1.83%,SGD 1041.31,1000.00,100.00,3.41%,Payout,M,0,
"Schroder Asian Income A Dis GBP-H",GBP,6,Y,N,N,N,1.25%,1.43%,SGD 4934.63,1000.00,100.00,4.45%,Payout,M,0,
"Threadneedle (Lux) Global Technology AU Acc USD",USD,10,Y,N,N,Y,1.65%,1.95%,USD 595.60,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Technology AS Acc SGD",SGD,10,Y,N,N,Y,1.65%,1.95%,USD 595.60,1000.00,100.00,,,,0,
"Fidelity Asia Pacific Multi Asset Growth & Income A-MINCOME(G)-USD",USD,7,Y,N,N,N,1.25%,1.62%,USD 138.00,1000.00,100.00,4.15%,Payout,M,0,
